"Name","Fund Type","Attribute Type","Attribute","Rating","NumCompanies","Avg % Return 3 yr"
"SSIAX - 1919 Socially Responsive Balanced Fund - A","Balanced","Social","Sudan","R",1,4.52
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Environmental","Climate/Clean Technology","P",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Environmental","Environment","P",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Environmental","Pollution/Toxics","P",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Governance","Board Issues","P",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Governance","Executive Pay","P",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Products","Alcohol","R",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Products","Animal Welfare","--",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Products","Defense/Weapons","R",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Products","Gambling","R",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Products","Tobacco","R",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Social","Community Development","P",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Social","Diversity & EEO","P",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Social","Human Rights","P",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Social","Labor Relations","P",1,7.34
"TICRX - TIAA-CREF Social Choice Equity Retail","Equity Specialty","Social","Sudan","X",1,7.34
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Environmental","Climate/Clean Technology","P",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Environmental","Environment","P",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Environmental","Pollution/Toxics","P",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Governance","Board Issues","P",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Governance","Executive Pay","P",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Products","Alcohol","R",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Products","Animal Welfare","--",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Products","Defense/Weapons","R",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Products","Gambling","R",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Products","Tobacco","R",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Social","Community Development","P",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Social","Diversity & EEO","P",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Social","Human Rights","P",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Social","Labor Relations","P",1,7.61
"TISCX - TIAA-CREF Social Choice Equity Institutional","Equity Specialty","Social","Sudan","X",1,7.61
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Environmental","Climate/Clean Technology","P",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Environmental","Environment","P",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Environmental","Pollution/Toxics","P",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Governance","Board Issues","P",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Governance","Executive Pay","P",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Products","Alcohol","R",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Products","Animal Welfare","--",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Products","Defense/Weapons","R",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Products","Gambling","R",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Products","Tobacco","R",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Social","Community Development","P",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Social","Diversity & EEO","P",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Social","Human Rights","P",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Social","Labor Relations","P",1,7.46
"TRPSX - TIAA-CREF Social Choice Equity Premier","Equity Specialty","Social","Sudan","X",1,7.46
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Environmental","Climate/Clean Technology","P",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Environmental","Environment","P",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Environmental","Pollution/Toxics","P",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Governance","Board Issues","P",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Governance","Executive Pay","P",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Products","Alcohol","R",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Products","Animal Welfare","--",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Products","Defense/Weapons","R",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Products","Gambling","R",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Products","Tobacco","R",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Social","Community Development","P",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Social","Diversity & EEO","P",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Social","Human Rights","P",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Social","Labor Relations","P",1,7.35
"TRSCX - TIAA-CREF Social Choice Equity Retirement","Equity Specialty","Social","Sudan","X",1,7.35
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","P",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Environmental","Environment","P",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Environmental","Pollution/Toxics","P",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Governance","Board Issues","P",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Governance","Executive Pay","P",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Products","Alcohol","R",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Products","Animal Welfare","--",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Products","Gambling","R",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Products","Tobacco","R",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Social","Community Development","P",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Social","Diversity & EEO","P",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Social","Human Rights","P",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Social","Labor Relations","P",1,3.19
"TSBBX - TIAA-CREF Social Choice Bond Retirement","Bond (Fixed Inc)","Social","Sudan","X",1,3.19
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","P",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Environmental","Environment","P",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Environmental","Pollution/Toxics","P",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Governance","Board Issues","P",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Governance","Executive Pay","P",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Products","Alcohol","R",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Products","Animal Welfare","--",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Products","Gambling","R",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Products","Tobacco","R",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Social","Community Development","P",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Social","Diversity & EEO","P",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Social","Human Rights","P",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Social","Labor Relations","P",1,3.48
"TSBIX - TIAA-CREF Social Choice Bond Institutional","Bond (Fixed Inc)","Social","Sudan","X",1,3.48
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","P",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Environmental","Environment","P",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Environmental","Pollution/Toxics","P",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Governance","Board Issues","P",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Governance","Executive Pay","P",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Products","Alcohol","R",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Products","Animal Welfare","--",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Products","Gambling","R",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Products","Tobacco","R",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Social","Community Development","P",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Social","Diversity & EEO","P",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Social","Human Rights","P",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Social","Labor Relations","P",1,3.32
"TSBPX - TIAA-CREF Social Choice Bond Premier","Bond (Fixed Inc)","Social","Sudan","X",1,3.32
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","P",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Environmental","Environment","P",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Environmental","Pollution/Toxics","P",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Governance","Board Issues","P",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Governance","Executive Pay","P",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Products","Alcohol","R",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Products","Animal Welfare","--",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Products","Gambling","R",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Products","Tobacco","R",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Social","Community Development","P",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Social","Diversity & EEO","P",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Social","Human Rights","P",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Social","Labor Relations","P",1,3.16
"TSBRX - TIAA-CREF Social Choice Bond Retail","Bond (Fixed Inc)","Social","Sudan","X",1,3.16
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Environmental","Environment","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Governance","Board Issues","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Products","Alcohol","--",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Products","Animal Welfare","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Products","Defense/Weapons","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Products","Gambling","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Products","Tobacco","X",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Social","Community Development","--",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Social","Human Rights","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Social","Labor Relations","C",1,0.00
"TSMDX - Trillium Small/Mid Cap Mutual Fund","Equity Mid-Sm Cap","Social","Sudan","C",1,0.00
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Environmental","Environment","C",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Governance","Board Issues","--",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Governance","Executive Pay","--",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Products","Alcohol","R",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Products","Animal Welfare","R",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Products","Defense/Weapons","R",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Products","Gambling","R",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Products","Tobacco","R",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Social","Community Development","C",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Social","Human Rights","R",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Social","Labor Relations","C",1,7.40
"WAMFX - Walden Midcap Fund","Equity Mid-Sm Cap","Social","Sudan","--",1,7.40
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","P",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Environmental","Environment","P",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","P",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Governance","Board Issues","--",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Governance","Executive Pay","--",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Products","Alcohol","R",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Products","Animal Welfare","C",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Products","Defense/Weapons","R",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Products","Gambling","R",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Products","Tobacco","R",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Social","Community Development","P",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Social","Diversity & EEO","P",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Social","Human Rights","R",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Social","Labor Relations","P",1,7.87
"WASMX - Walden SMID Cap Innovations Fund","Equity Mid-Sm Cap","Social","Sudan","--",1,7.87
"WASOX - Walden Small Cap Innovations Fund","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","P",1,7.13
"WASOX - Walden Small Cap Innovations Fund","Equity Mid-Sm Cap","Environmental","Environment","P",1,7.13
"WASOX - Walden Small Cap Innovations Fund","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","P",1,7.13
"WASOX - Walden Small Cap Innovations Fund","Equity Mid-Sm Cap","Governance","Board Issues","--",1,7.13
"WASOX - Walden Small Cap Innovations Fund","Equity Mid-Sm Cap","Governance","Executive Pay","--",1,7.13
"WASOX - Walden Small Cap Innovations Fund","Equity Mid-Sm Cap","Products","Alcohol","R",1,7.13
"WASOX - Walden Small Cap Innovations Fund","Equity Mid-Sm Cap","Products","Animal Welfare","R",1,7.13
"WASOX - Walden Small Cap Innovations Fund","Equity Mid-Sm Cap","Products","Defense/Weapons","R",1,7.13
